key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue
b6267,in a better world,5500000.0,9629826.0,0.7508774545454545
b6273,in the bedroom,1700000.0,43368779.0,24.511046470588234
b6279,in the heart of the sea,100000000.0,93920758.0,-0.06079242
b6285,in the line of fire,40000000.0,176997168.0,3.4249292
b6307,incarnate,5000000.0,6341855.0,0.268371
b6309,incendies (u.s. only),6800000.0,3548768.0,-0.4781223529411765
b6310,inception,160000000.0,825532764.0,4.159579775
b6316,independence day,75000000.0,817400891.0,9.898678546666666
b6318,independence day: resurgence,165000000.0,389681935.0,1.361708696969697
b6322,indiana jones and the kingdom of the crystal skull,185000000.0,786636033.0,3.2520866648648648
b6323,indiana jones and the last crusade,48000000.0,474171806.0,8.878579291666666
b6324,indiana jones and the temple of doom,28000000.0,333107271.0,10.89668825
b6333,inferno,75000000.0,220021259.0,1.9336167866666667
b6337,inglourious basterds,70000000.0,321455689.0,3.5922241285714285
b6343,inkheart,60000000.0,62450361.0,0.04083935
b6353,inside job,2000000.0,7871522.0,2.935761
b6355,inside man,45000000.0,184376254.0,3.097250088888889
b6357,inside out,175000000.0,857611174.0,3.90063528
b6359,insidious,1500000.0,97009150.0,63.67276666666667
b6360,insidious chapter 2,5000000.0,161919318.0,31.3838636
b6361,insidious chapter 3,10000000.0,112983889.0,10.2983889
b6364,insomnia,46000000.0,113714830.0,1.4720615217391304
b6368,inspector gadget,90000000.0,134403112.0,0.4933679111111111
b6374,intermission,5000000.0,4856298.0,-0.0287404
b6380,interstellar,165000000.0,675120017.0,3.0916364666666665
b6384,interview with the vampire,60000000.0,223664608.0,2.7277434666666664
b6392,into the storm,50000000.0,161702194.0,2.23404388
b6402,into the woods,50000000.0,213116401.0,3.26232802
b6413,invictus,60000000.0,122233971.0,1.03723285
b6431,iron man,140000000.0,585174222.0,3.1798158714285716
b6432,iron man 2,200000000.0,623933331.0,2.119666655
b6433,iron man 3,200000000.0,1214811252.0,5.07405626
b6454,isn't she great,44000000.0,3003296.0,-0.9317432727272728
b6472,it's all gone pete tong,2000000.0,1591879.0,-0.2040605
b6475,it's complicated,85000000.0,219103655.0,1.5776900588235294
b6477,it's kind of a funny story,8000000.0,6491240.0,-0.188595
b6488,italian for beginners,1000000.0,16349568.0,15.349568
b6494,j. edgar,35000000.0,84606030.0,1.4173151428571429
b6505,jack reacher,60000000.0,218340595.0,2.6390099166666667
b6506,jack reacher: never go back,60000000.0,162146076.0,1.7024346
b6507,jack ryan: shadow recruit,60000000.0,135511030.0,1.2585171666666666
b6509,jack and jill,79000000.0,149673788.0,0.8946049113924051
b6513,jack the giant slayer,195000000.0,197687603.0,0.013782579487179487
b6514,jackass 3-d,20000000.0,171685792.0,7.5842896
b6515,jackass presents: bad grandpa,15000000.0,151831537.0,9.122102466666666
b6516,jackass: number two,11500000.0,84618532.0,6.3581332173913045
b6517,jackass: the movie,5000000.0,79493831.0,14.8987662
b6554,jarhead,72000000.0,96889998.0,0.34569441666666667
b6556,jason bourne,120000000.0,415484914.0,2.4623742833333333
b6558,jason x,11000000.0,16951798.0,0.5410725454545454
b6564,jaws,7000000.0,470653000.0,66.23614285714285
b6569,jay and silent bob strike back,22000000.0,33788161.0,0.5358255
b6579,jeepers creepers,10000000.0,59217789.0,4.9217789
b6580,jeepers creepers 2,17000000.0,63102666.0,2.711921529411765
b6587,jem and the holograms,5000000.0,2333684.0,-0.5332632
b6589,jennifer's body,16000000.0,31556061.0,0.9722538125
b6595,jerry maguire,50000000.0,273552592.0,4.47105184
b6596,jersey boys,40000000.0,67669013.0,0.691725325
b6597,jersey girl,35000000.0,36098382.0,0.03138234285714286
b6622,jimmy neutron: boy genius,30000000.0,102992536.0,2.4330845333333335
b6628,jingle all the way,60000000.0,129832389.0,1.16387315
b6634,jobs,12000000.0,35931410.0,1.9942841666666666
b6642,joe dirt,17700000.0,30987695.0,0.7507172316384181
b6645,joe somebody,38000000.0,24516772.0,-0.3548217894736842
b6651,john carpenter's ghosts of mars,28000000.0,14010832.0,-0.49961314285714287
b6653,john carter,250000000.0,284139100.0,0.1365564
b6655,john q.,36000000.0,102244770.0,1.8401325
b6657,john tucker must die,18000000.0,68824526.0,2.8235847777777776
b6658,john wick,20000000.0,88761661.0,3.43808305
b6664,johnny english,40000000.0,160583018.0,3.01457545
b6665,johnny english reborn,45000000.0,160078586.0,2.5573019111111113
b6670,johnson family vacation,12000000.0,31462753.0,1.6218960833333333
b6674,jonah hex,47000000.0,10903312.0,-0.7680146382978723
b6675,jonah: a veggietales movie,14000000.0,25615231.0,0.8296593571428571
b6684,josie and the pussycats,39000000.0,14866015.0,-0.6188201282051282
b6685,journey 2: the mysterious island,79000000.0,335260290.0,3.243801139240506
b6687,journey from the fall,1300000.0,648483.0,-0.5011669230769231
b6690,journey to the center of the earth,60000000.0,241995151.0,3.033252516666667
b6691,journey to the end of the night,6200000.0,49172.0,-0.9920690322580645
b6695,joy,60000000.0,101134059.0,0.68556765
b6696,joy ride,23000000.0,36642838.0,0.5931668695652174
b6705,judge dredd,90000000.0,113493481.0,0.2610386777777778
b6710,judy moody and the not bummer summer,20000000.0,15691640.0,-0.215418
b6717,julie &amp; julia,40000000.0,129540499.0,2.238512475
b6722,jumanji,65000000.0,262797249.0,3.0430346
b6725,jumper,85000000.0,222231186.0,1.6144845411764706
b6728,jumping the broom,6600000.0,37710610.0,4.713728787878788
b6733,jungle fever,14000000.0,43882682.0,2.1344772857142855
b6734,junior,60000000.0,108431355.0,0.80718925
b6735,juno,7500000.0,231411584.0,29.854877866666666
b6736,jupiter ascending,176000000.0,183987723.0,0.04538478977272727
b6738,jurassic park,63000000.0,1029153882.0,15.335775904761904
b6739,jurassic park 3d,10000000.0,473553882.0,46.3553882
b6740,jurassic park iii,93000000.0,368780809.0,2.9653850430107527
b6741,jurassic world,150000000.0,1670400637.0,10.136004246666667
b6750,just go with it,80000000.0,214945591.0,1.6868198875
b6751,just like heaven,58000000.0,102854431.0,0.7733522586206897
b6753,just married,18000000.0,101564935.0,4.642496388888889
b6758,just visiting,35000000.0,16176732.0,-0.5378076571428572
b6768,justin bieber: never say never,13000000.0,99036827.0,6.618217461538461
b6771,k-19: the widowmaker,100000000.0,65716126.0,-0.34283874
b6773,k-pax,68000000.0,65001485.0,-0.04409580882352941
b6784,kabhi khushi kabhie gham,7500000.0,11329690.0,0.5106253333333334
b6810,kangaroo jack,60000000.0,88929111.0,0.48215185
b6825,katy perry: part of me,12000000.0,32726956.0,1.7272463333333334
b6828,keane,850000.0,394390.0,-0.5360117647058823
b6829,keanu,15000000.0,20591853.0,0.3727902
b6838,keeping up with the joneses,40000000.0,29918745.0,-0.252031375
b6840,keeping the faith,29000000.0,59945183.0,1.067075275862069
b6870,kick-ass,30000000.0,96188903.0,2.2062967666666666
b6871,kick-ass 2,28000000.0,60795985.0,1.1712851785714287
b6892,kill bill vol. 1,30000000.0,180949045.0,5.031634833333333
b6893,kill bill vol. 2,30000000.0,152159461.0,4.071982033333334
b6908,killer elite,70000000.0,56383756.0,-0.19451777142857143
b6912,killers,75000000.0,98159963.0,0.30879950666666667
b6917,killing them softly,15000000.0,37930465.0,1.5286976666666667
b6923,kindergarten cop,15000000.0,201957688.0,12.463845866666666
b6925,king arthur,120000000.0,203567857.0,0.6963988083333333
b6931,king kong,207000000.0,550517357.0,1.6595041400966184
b6949,kingdom come,7000000.0,23396049.0,2.342292714285714
b6950,kingdom of heaven,130000000.0,211652051.0,0.6280927
b6959,kingsman: the secret service,81000000.0,414351546.0,4.115451185185186
b6962,kinsey,11000000.0,16918723.0,0.5380657272727273
b6969,"""kiss kiss, bang bang""",15000000.0,15785148.0,0.0523432
b6975,kiss of the dragon,25000000.0,64437847.0,1.57751388
b6982,kissing jessica stein,1000000.0,10013424.0,9.013424
b6984,kit kittredge: an american girl,10000000.0,17657973.0,0.7657973
b6994,knight &amp; day,117000000.0,261930436.0,1.2387216752136752
b7002,knocked up,30000000.0,219076518.0,6.3025506
b7006,knowing,50000000.0,183593586.0,2.67187172
b7013,kong: skull island,185000000.0,554382914.0,1.9966644
b7021,krampus,15000000.0,61548707.0,3.1032471333333334
b7026,krrish,10200000.0,18039685.0,0.768596568627451
b7031,kubo and the two strings,60000000.0,69929545.0,0.16549241666666667
b7040,kung fu hustle,20000000.0,100914445.0,4.04572225
b7043,kung fu panda,130000000.0,631744560.0,3.8595735384615386
b7044,kung fu panda 2,150000000.0,665692281.0,3.43794854
b7046,kung pow! enter the fist,10000000.0,16994625.0,0.6994625
b7098,la la land,30000000.0,439080388.0,13.636012933333333
b7122,la vie en rose,25000000.0,86274793.0,2.45099172
b7125,labor day,18000000.0,20275812.0,0.126434
b7145,lady in the water,70000000.0,72785169.0,0.03978812857142857
b7157,lake placid,35000000.0,56870414.0,0.6248689714285715
b7160,lakeview terrace,20000000.0,44653637.0,1.23268185
b7173,land of the lost,100000000.0,68777554.0,-0.31222446
b7180,lara croft tomb raider: the cradle of life,95000000.0,156505388.0,0.6474251368421052
b7181,lara croft: tomb raider,115000000.0,274703340.0,1.388724695652174
b7186,larry crowne,30000000.0,72008245.0,1.4002748333333332
b7188,lars and the real girl,12000000.0,11293663.0,-0.058861416666666666
b7193,last action hero,85000000.0,137298489.0,0.6152763411764706
b7206,last holiday,45000000.0,43343248.0,-0.03681671111111111
b7208,last man standing,67000000.0,47267001.0,-0.2945223731343284
b7221,last vegas,28000000.0,134402450.0,3.8000875
b7236,law abiding citizen,50000000.0,126690726.0,1.53381452
b7245,laws of attraction,32000000.0,30016165.0,-0.06199484375
b7274,leap year,19000000.0,32607316.0,0.7161745263157895
b7281,leatherheads,58000000.0,41299492.0,-0.28793979310344825
b7283,leaves of grass,9000000.0,1018753.0,-0.8868052222222222
b7290,lee daniels' the butler,30000000.0,176598908.0,4.886630266666667
b7292,left behind (2014),16000000.0,19682924.0,0.23018275
b7296,legally blonde,18000000.0,141774679.0,6.8763710555555555
b7297,"""legally blonde 2: red, white and blonde""",45000000.0,124914842.0,1.7758853777777779
b7300,legend of the guardians: the owls of ga'hoole,80000000.0,140073390.0,0.750917375
b7304,legends of oz: dorothy's return,70000000.0,18662027.0,-0.7333996142857143
b7306,legion (2010),26000000.0,67918658.0,1.612256076923077
b7311,lemony snicket's a series of unfortunate events,140000000.0,209073645.0,0.49338317857142855
b7336,les miserables (2012),61000000.0,441809770.0,6.242783114754098
b7337,les rivieres pourpres (the crimson rivers),14000000.0,60094966.0,3.2924975714285716
b7346,let me in,20000000.0,24145613.0,0.20728065
b7352,let's be cops,17000000.0,138224951.0,7.130879470588235
b7360,lethal weapon 3,35000000.0,321731527.0,8.192329342857143
b7361,lethal weapon 4,140000000.0,285444603.0,1.0388900214285715
b7363,letters from iwo jima,19000000.0,68673228.0,2.6143804210526316
b7364,letters to god,3000000.0,2908893.0,-0.030369
b7365,letters to juliet,30000000.0,79181750.0,1.6393916666666666
b7389,life (2017),58000000.0,68713586.0,0.184717
b7391,life during wartime,4500000.0,768016.0,-0.8293297777777778
b7400,life as we know it,38000000.0,105648706.0,1.7802291052631578
b7401,life as a house,27000000.0,23903791.0,-0.1146744074074074
b7406,life of pi,120000000.0,609016565.0,4.0751380416666665
b7414,"""life, or something like it""",40000000.0,16872671.0,-0.578183225
b7425,lights out,4900000.0,148868835.0,29.381394897959183
b7430,like mike,30000000.0,62274780.0,1.075826
b7441,lilo &amp; stitch,80000000.0,273144151.0,2.4143018875
b7446,limitless,27000000.0,161849455.0,4.994424259259259
b7447,lincoln,65000000.0,275293450.0,3.235283846153846
b7452,lionheart,6000000.0,24271196.0,3.045199333333333
b7454,lions for lambs,35000000.0,63215872.0,0.8061677714285714
b7468,little black book,35000000.0,22034832.0,-0.3704333714285714
b7473,little children,26000000.0,14821658.0,-0.42993623076923076
b7478,little fockers,100000000.0,310650585.0,2.10650585
b7483,little man,64000000.0,101595121.0,0.587423765625
b7489,little miss sunshine,8000000.0,100523181.0,11.565397625
b7492,little nicky,85000000.0,58292295.0,-0.31420829411764706
b7510,live free or die hard,110000000.0,383531464.0,2.486649672727273
b7520,living out loud,20000000.0,15610299.0,-0.21948505
b7535,lockout,20000000.0,32204030.0,0.6102015
b7537,logan,97000000.0,602125791.0,5.207482381443299
b7549,london has fallen,60000000.0,205754447.0,2.4292407833333334
b7555,lone survivor,40000000.0,154802912.0,2.8700728
b7584,looney tunes: back in action,80000000.0,68514844.0,-0.14356445
b7585,looper,30000000.0,176506819.0,4.8835606333333335
b7590,lord of war,50000000.0,72617068.0,0.45234136
b7591,lords of dogtown,25000000.0,13411957.0,-0.46352172
b7600,loser,20000000.0,18404706.0,-0.0797647
b7612,lost souls,50000000.0,31355910.0,-0.3728818
b7622,lost in space,80000000.0,136159423.0,0.7019927875
b7624,lost in translation,4000000.0,119723856.0,28.930964
b7634,love &amp; basketball,20000000.0,27728118.0,0.3864059
b7639,love (2015),3000000.0,249083.0,-0.9169723333333333
b7641,love actually,40000000.0,246942017.0,5.173550425
b7653,love happens,18000000.0,36088028.0,1.0048904444444444
b7684,love and other drugs,30000000.0,102820008.0,2.4273336
b7699,love the coopers,17000000.0,42426912.0,1.495700705882353
b7741,lucky numbers,63000000.0,10890222.0,-0.8271393333333333
b7744,lucy,40000000.0,463360063.0,10.584001575
b7753,"""lust, caution""",15000000.0,67091915.0,3.4727943333333333
b7755,luther,30000000.0,29413900.0,-0.019536666666666667
b7765,mib 3,225000000.0,624026776.0,1.7734523377777778
b7776,macgruber,10000000.0,9322895.0,-0.0677105
b7780,machete,10500000.0,44093316.0,3.1993634285714285
b7782,machine gun preacher,30000000.0,3338690.0,-0.8887103333333334
b7794,mad max: fury road,150000000.0,378858340.0,1.5257222666666668
b7800,madagascar 3: europe's most wanted,145000000.0,746921274.0,4.1511812
b7802,madagascar: escape 2 africa,150000000.0,603900354.0,3.02600236
b7818,made of honor,40000000.0,105962760.0,1.649069
b7827,madonna: truth or dare,4500000.0,29012935.0,5.447318888888889
b7836,magic mike,7000000.0,167221571.0,22.888795857142856
b7837,magic mike xxl,14800000.0,122513057.0,7.2779092567567565
b7846,magnolia,37000000.0,48451803.0,0.3095081891891892
b7850,maid in manhattan,55000000.0,154906693.0,1.8164853272727273
b7880,maleficent,180000000.0,758539785.0,3.2141099166666667
b7882,malevolence,200000.0,127287.0,-0.363565
b7883,malibu's most wanted,15000000.0,34622504.0,1.3081669333333332
b7887,mama,15000000.0,146428180.0,8.761878666666666
b7894,mamma mia!,52000000.0,609841637.0,10.727723788461539
b7904,man of steel,225000000.0,668045518.0,1.969091191111111
b7910,man on fire,70000000.0,130293714.0,0.8613387714285714
b7913,man on a ledge,42000000.0,46221189.0,0.1005045
b7916,man on the moon,82000000.0,47434430.0,-0.42153134146341464
b7929,manderlay,14200000.0,674918.0,-0.9524705633802817
b7959,marci x,20000000.0,1675706.0,-0.9162147
b7962,margaret,14000000.0,46495.0,-0.9966789285714286
b7964,margin call,3500000.0,19504039.0,4.572582571428572
b7971,marie antoinette,40000000.0,60917189.0,0.522929725
b7984,marmaduke,50000000.0,83761844.0,0.67523688
b7989,married life,12000000.0,2888315.0,-0.7593070833333333
b7993,mars needs moms,150000000.0,38992758.0,-0.74004828
b8001,marvel's the avengers,220000000.0,1518812988.0,5.9036954
b8012,mary shelley's frankenstein,45000000.0,112006296.0,1.4890288
b8027,master and commander: the far side of the world,150000000.0,212011111.0,0.41340740666666664
b8039,match point,15000000.0,85306374.0,4.6870916
b8053,max (2015),20000000.0,43967255.0,1.19836275
b8055,max keeble's big move,25000000.0,18634654.0,-0.25461384
b8056,max payne,35000000.0,85416905.0,1.440483
b8075,maze runner: the scorch trials,61000000.0,312325103.0,4.120083655737705
b8084,me before you,20000000.0,207945075.0,9.39725375
b8089,me and earl and the dying girl,8000000.0,9074749.0,0.134343625
b8092,me and orson welles,25000000.0,2336172.0,-0.90655312
b8094,"""me, myself and irene""",51000000.0,149270999.0,1.9268823333333334
b8097,mean girls,17000000.0,129042871.0,6.590757117647059
b8112,meek's cutoff,2000000.0,977772.0,-0.511114
b8115,meet dave,60000000.0,50650079.0,-0.15583201666666666
b8116,meet joe black,90000000.0,142940100.0,0.5882233333333333
b8124,meet the fockers,80000000.0,516642939.0,5.4580367375
b8127,meet the parents,55000000.0,330444045.0,5.008073545454545
b8136,megamind,130000000.0,321885765.0,1.4760443461538462
b8144,memento,9000000.0,39723096.0,3.4136773333333332
b8145,memoirs of a geisha,85000000.0,162242962.0,0.9087407294117648
b8160,men in black,90000000.0,589390539.0,5.548783766666666
b8161,men in black ii,140000000.0,441818803.0,2.1558485928571427
b8162,men of honor,32000000.0,82343495.0,1.57323421875
b8188,message in a bottle,80000000.0,118880016.0,0.4860002
b8190,metallica through the never,18000000.0,7972967.0,-0.5570573888888889
b8209,miami vice,135000000.0,163794509.0,0.21329265925925925
b8219,mickey blue eyes,75000000.0,54264342.0,-0.27647544
b8221,micmacs,42000000.0,16344333.0,-0.6108492142857143
b8226,middle school: the worst years of my life,8500000.0,23296901.0,1.7408118823529413
b8241,midnight in paris,17000000.0,151119219.0,7.8893658235294115
b8250,mike and dave need wedding dates,33000000.0,77068246.0,1.3354013939393938
b8256,milk,20000000.0,54586584.0,1.7293292
b8263,million dollar arm,25000000.0,39227580.0,0.5691032
b8264,million dollar baby,30000000.0,216763646.0,6.2254548666666665
b8274,mini's first time,6000000.0,102676.0,-0.9828873333333333
b8276,minions,74000000.0,1159398397.0,14.667545905405406
b8277,minority report,102000000.0,358372926.0,2.5134600588235294
b8280,miracle at st. anna,45000000.0,9323833.0,-0.7928037111111111
b8284,miracles from heaven,13000000.0,73883359.0,4.683335307692308
b8287,mirror mirror,85000000.0,183018522.0,1.1531590823529412
b8297,miss congeniality,45000000.0,212742720.0,3.727616
b8307,miss peregrine's home for peculiar children,110000000.0,296485719.0,1.6953247181818183
b8319,mission to mars,100000000.0,110983407.0,0.10983407
b8321,mission: impossible,80000000.0,457696359.0,4.7212044875
b8322,mission: impossible - ghost protocol,145000000.0,694713380.0,3.7911267586206896
b8323,mission: impossible - rogue nation,150000000.0,682714267.0,3.551428446666667
b8325,mission: impossible ii,125000000.0,546388105.0,3.37110484
b8326,mission: impossible iii,150000000.0,397850012.0,1.6523334133333334
b8358,mojin: the lost legend,37000000.0,259368448.0,6.009958054054054
b8369,moms' night out,5000000.0,10429707.0,1.0859414
b8372,mona lisa smile,65000000.0,141337989.0,1.1744306
b8377,money monster,27000000.0,93282604.0,2.4549112592592595
b8381,moneyball,50000000.0,110206216.0,1.20412432
b8382,mongol,18000000.0,26527510.0,0.47375055555555556
b8392,monkeybone,75000000.0,7622365.0,-0.8983684666666667
b8401,monster,8000000.0,60378584.0,6.547323
b8404,monster house,75000000.0,140175006.0,0.86900008
b8408,monster's ball,4000000.0,44909486.0,10.2273715
b8409,monster-in-law,43000000.0,154749918.0,2.5988353023255812
b8410,monsters,500000.0,4242978.0,7.485956
b8412,monsters vs. aliens,175000000.0,381509870.0,1.1800564
b8413,"""monsters, inc.""",115000000.0,577425734.0,4.021093339130434
b8416,monte carlo,20000000.0,39667665.0,0.98338325
b8434,moonlight mile,21000000.0,10011050.0,-0.5232833333333333
b8438,moonrise kingdom,16000000.0,68263166.0,3.266447875
b8446,morgan,8000000.0,8810591.0,0.101323875
b8450,morning glory,40000000.0,60040976.0,0.5010244
b8460,mortdecai,60000000.0,47275695.0,-0.21207175
b8473,mother and child,7000000.0,4980736.0,-0.28846628571428573
b8477,mother's day,25000000.0,32492859.0,0.29971436
b8482,moulin rouge!,50000000.0,179213434.0,2.58426868
b8486,mouse hunt,38000000.0,122417389.0,2.2215102368421054
b8490,movie 43,6000000.0,32438988.0,4.406498
b8496,mozart and the whale,12000000.0,84447.0,-0.99296275
b8497,mozart's sister,4500000.0,839654.0,-0.8134102222222223
b8499,mr. &amp; mrs. smith,110000000.0,478207520.0,3.347341090909091
b8506,mr. brooks,20000000.0,48121900.0,1.406095
b8509,mr. deeds,50000000.0,171269535.0,2.4253907
b8525,mr. peabody &amp; sherman,145000000.0,275698039.0,0.9013657862068966
b8527,mr. popper's penguins,55000000.0,187361754.0,2.4065773454545454
b8544,mrs. doubtfire,25000000.0,441286195.0,16.6514478
b8546,mrs. palfrey at the claremont,750000.0,3919275.0,4.2257
b8571,munich,70000000.0,130358911.0,0.8622701571428572
b8574,muppets most wanted,50000000.0,80383290.0,0.6076658
b8575,muppets from space,24000000.0,22323612.0,-0.0698495
b8582,murder by numbers,50000000.0,56714147.0,0.13428294
b8592,muriel's wedding,9000000.0,15482277.0,0.720253
b8605,music of the heart,27000000.0,14859394.0,-0.4496520740740741
b8607,must love dogs,30000000.0,58405313.0,0.9468437666666667
b8617,my baby's daddy,12000000.0,18490423.0,0.5408685833333333
b8621,my best friend's girl,20000000.0,41622502.0,1.0811251
b8622,my best friend's wedding,38000000.0,299288605.0,6.876015921052631
b8624,my big fat greek wedding,5000000.0,368744044.0,72.7488088
b8628,my bloody valentine 3-d,15000000.0,100734718.0,5.715647866666667
b8633,my boss's daughter,14000000.0,18191005.0,0.2993575
b8648,my dog skip,6000000.0,35547761.0,4.924626833333333
b8660,my first mister,5250000.0,568762.0,-0.891664380952381
b8706,my sister's keeper,30000000.0,95714875.0,2.1904958333333333
b8708,my soul to take,25000000.0,20976402.0,-0.16094392
b8726,mystery men,68000000.0,33461011.0,-0.5079263088235294
b8732,mystic river,25000000.0,156822020.0,5.2728808
b8740,nacho libre,35000000.0,99255460.0,1.8358702857142857
b8758,nanny mcphee,25000000.0,122489822.0,3.89959288
b8759,nanny mcphee returns,35000000.0,93251121.0,1.664317742857143
b8760,napoleon dynamite,400000.0,46118097.0,114.2952425
b8762,narc,6500000.0,12633747.0,0.9436533846153846
b8778,national lampoon's van wilder,5000000.0,38275483.0,6.6550966
b8781,national treasure,100000000.0,347512318.0,2.47512318
b8793,nebraska,12000000.0,27682872.0,1.306906
b8796,need for speed,66000000.0,203277636.0,2.0799641818181818
b8800,neighbors,18000000.0,270665134.0,14.036951888888888
b8821,never back down,20000000.0,41627431.0,1.08137155
b8822,never been kissed,25000000.0,84565230.0,2.3826092
b8828,never let me go,15000000.0,9455232.0,-0.3696512
b8843,new year's eve,56000000.0,142044638.0,1.5365113928571428
b8846,new york minute,30000000.0,21289826.0,-0.29033913333333333
b8859,next friday,11000000.0,59827328.0,4.438848
b8871,nick and norah's infinite playlist,10000000.0,33506137.0,2.3506137
b8892,night at the museum: battle of the smithsonian,150000000.0,413106170.0,1.7540411333333332
b8893,night at the museum: secret of the tomb,127000000.0,363204635.0,1.8598790157480316
b8906,nightcrawler,8500000.0,38697217.0,3.552613764705882
b8918,nim's island,37000000.0,100076342.0,1.704766
b8921,nine,80000000.0,53998806.0,-0.325014925
b8929,ninja assassin,40000000.0,61601280.0,0.540032
b8944,no good deed,12000000.0,181600.0,-0.9848666666666667
b8945,no good deed (2014),13200000.0,54323210.0,3.115394696969697
b8970,no strings attached,25000000.0,149228077.0,4.96912308
b8975,noah,125000000.0,362637473.0,1.901099784
b8998,non-stop,50000000.0,222809600.0,3.456192
b9000,norbit,60000000.0,159313561.0,1.6552260166666666
b9009,north country,35000000.0,25211175.0,-0.2796807142857143
b9025,not another teen movie,15000000.0,66468332.0,3.4312221333333333
b9028,not easily broken,5000000.0,10726909.0,1.1453818
b9049,notorious (2009),20000000.0,44371751.0,1.21858755
b9051,notting hill,42000000.0,363889678.0,7.664039952380953
b9054,novocaine,8000000.0,2534372.0,-0.6832035
b9056,now you see me,75000000.0,351723989.0,3.689653186666667
b9074,nurse betty,35000000.0,29360400.0,-0.16113142857142856
b9095,oblivion,120000000.0,286168572.0,1.3847381
b9097,observe and report,18000000.0,26973554.0,0.49853077777777777
b9098,obsessed,20000000.0,73830340.0,2.691517
b9106,ocean's eleven,85000000.0,450717150.0,4.302554705882353
b9108,ocean's twelve,110000000.0,362744280.0,2.2976752727272727
b9109,oceans,80000000.0,82651439.0,0.0331429875
b9113,october sky,25000000.0,34675800.0,0.387032
b9116,oculus,5000000.0,44030246.0,7.8060492
b9134,office christmas party,45000000.0,114501299.0,1.544473311111111
b9148,old dogs,35000000.0,96753696.0,1.7643913142857144
b9152,old school,24000000.0,87055349.0,2.627306208333333
b9155,oldboy (2013),30000000.0,4861022.0,-0.8379659333333334
b9159,oliver twist,60000000.0,42580321.0,-0.2903279833333333
b9164,olympus has fallen,70000000.0,170270201.0,1.432431442857143
b9186,on the line,16000000.0,4403019.0,-0.7248113125
b9199,once,150000.0,20710513.0,137.07008666666667
b9209,once upon a time in mexico,29000000.0,98185582.0,2.3857097241379313
b9217,ondine,12000000.0,1644755.0,-0.8629370833333333
b9222,one day,15000000.0,59389433.0,2.9592955333333335
b9226,one direction: this is us,10000000.0,68532898.0,5.8532898
b9231,one for the money,40000000.0,36893721.0,-0.077656975
b9233,one hour photo,12000000.0,52223306.0,3.3519421666666664
b9237,one missed call,20000000.0,45847751.0,1.29238755
b9241,one night at mccool's,18000000.0,13473370.0,-0.2514794444444444
b9242,one night with the king,20000000.0,13728450.0,-0.3135775
b9261,only lovers left alive,7000000.0,1879534.0,-0.7314951428571429
b9278,open range,22000000.0,68296293.0,2.1043769545454545
b9279,open season,85000000.0,197309027.0,1.3212826705882352
b9282,open water,500000.0,54667954.0,108.335908
b9307,original sin,42000000.0,35402320.0,-0.15708761904761906
b9314,osama,46000.0,3888902.0,83.54134782608696
b9327,ouija,5000000.0,103590271.0,19.7180542
b9328,ouija: origin of evil,9000000.0,81705746.0,8.078416222222222
b9330,our brand is crisis (2015),28000000.0,7002261.0,-0.74991925
b9334,our idiot brother,5000000.0,24816118.0,3.9632236
b9346,out cold,24000000.0,14782676.0,-0.38405516666666667
b9355,out of time,50000000.0,55495563.0,0.10991126
b9358,out of the furnace,22000000.0,15660668.0,-0.28815145454545454
b9364,outfoxed: rupert murdoch's war on journalism,200000.0,461572.0,1.30786
b9366,outlander,50000000.0,7033683.0,-0.85932634
b9382,owning mahowny,10000000.0,1176302.0,-0.8823698
b9388,oz the great and powerful,215000000.0,493311825.0,1.294473604651163
b9392,p.s. i love you,30000000.0,156835339.0,4.2278446333333335
b9398,pom wonderful presents: the greatest movie ever sold,1800000.0,638476.0,-0.6452911111111111
b9403,pacific rim,190000000.0,411002906.0,1.1631731894736843
b9405,paddington,55000000.0,268047808.0,3.873596509090909
b9409,pain and gain,26000000.0,86175291.0,2.314434269230769
b9420,pan,150000000.0,128388320.0,-0.14407786666666667
b9421,pan's labyrinth,19000000.0,83258226.0,3.3820118947368423
b9426,pandorum,33000000.0,20645327.0,-0.3743840303030303
b9428,panic room,48000000.0,196397415.0,3.0916128125
b9441,paper towns,12000000.0,85512300.0,6.126025
b9447,paranorman,60000000.0,107139399.0,0.78565665
b9453,paradise now,2000000.0,3579902.0,0.789951
b9459,paranoia,35000000.0,13785015.0,-0.6061424285714285
b9462,paranormal activity,15000.0,193355800.0,12889.386666666667
b9463,paranormal activity 2,3000000.0,177512032.0,58.17067733333333
b9464,paranormal activity 3,5000000.0,207039844.0,40.4079688
b9465,paranormal activity 4,5000000.0,142817992.0,27.5635984
b9466,paranormal activity: the ghost dimension,10000000.0,78903124.0,6.8903124
b9467,paranormal activity: the marked ones,5000000.0,90904854.0,17.1809708
b9470,parental guidance,25000000.0,119772232.0,3.79088928
b9484,parker,35000000.0,46216641.0,0.32047545714285713
b9500,passengers (2016),110000000.0,299508039.0,1.7228003545454544
b9513,patch adams,90000000.0,202292902.0,1.2476989111111112
b9517,pathfinder: legend of the ghost warrior,45000000.0,30822861.0,-0.31504753333333335
b9524,patriot games,45000000.0,178051587.0,2.9567019333333335
b9525,patriots day,45000000.0,44267824.0,-0.016270577777777778
b9530,paul,40000000.0,97984015.0,1.449600375
